master wl Halpha_HeII6527 combined model 19002
3915.26
3916.41
3917.57
3918.72
3919.88
3921.03
3922.19
3923.35
3924.51
3925.67
3926.83
3927.99
3929.15
3930.31
3931.48
3932.64
3933.8
3934.97
3936.13
3937.3
3938.47
3939.64
3940.8
3941.97
3943.14
3944.31
3945.48
3946.66
3947.83
3949.0
3950.18
3951.35
3952.53
3953.7
3954.88
3956.06
3957.24
3958.41
3959.59
3960.77
3961.96
3963.14
3964.32
3965.5
3965.51
3966.03
3966.66
3966.66
3966.69
3967.12
3967.47
3967.53
3967.73
3967.87
3967.92
3968.07
3968.17
3968.18
3968.26
3968.32
3968.36
3968.4
3968.42
3968.44
3968.45
3968.47
3968.5
3968.53
3968.54
3968.55
3968.57
3968.6
3968.63
3968.65
3968.67
3968.73
3968.81
3968.92
3969.01
3969.06
3969.07
3969.26
3969.28
3969.48
3969.52
3969.63
3969.74
3969.83
3969.87
3969.89
3969.94
3969.97
3970.0
3970.02
3970.07
3970.13
3970.15
3970.18
3970.21
3970.24
3970.26
3970.32
3970.34
3970.4
3970.52
3970.66
3970.87
3970.96
3971.13
3971.43
3971.49
3971.98
3972.62
3972.62
3973.49
3973.8
3974.65
3974.99
3976.18
3977.37
3978.56
3979.76
3980.95
3982.14
3983.34
3984.53
3985.73
3986.92
3988.12
3989.32
3990.51
3991.71
3992.91
3994.11
3995.31
3996.51
3997.72
3998.84
4000.04
4001.25
4002.45
4003.66
4004.86
4006.07
4007.27
4008.48
4009.69
4010.9
4012.11
4013.32
4014.53
4015.74
4016.96
4018.17
4019.38
4020.6
4021.81
4023.03
4023.12
4023.51
4023.77
4024.2
4024.25
4024.25
4024.61
4024.71
4024.88
4025.07
4025.09
4025.23
4025.34
4025.38
4025.42
4025.47
4025.48
4025.53
4025.56
4025.59
4025.59
4025.61
4025.62
4025.63
4025.67
4025.7
4025.71
4025.72
4025.74
4025.75
4025.77
4025.8
4025.85
4025.87
4025.91
4025.96
4026.0
4026.02
4026.07
4026.11
4026.11
4026.14
4026.16
4026.17
4026.19
4026.22
4026.25
4026.26
4026.26
4026.28
4026.3
4026.33
4026.37
4026.41
4026.46
4026.48
4026.57
4026.69
4026.69
4026.73
4026.85
4027.06
4027.09
4027.35
4027.57
4027.73
4027.9
4028.21
4028.25
4028.93
4029.12
4030.35
4031.57
4032.79
4034.01
4035.24
4036.46
4037.69
4038.91
4040.14
4041.37
4042.6
4043.82
4045.05
4046.29
4047.52
4048.75
4049.98
4051.22
4052.45
4053.68
4054.92
4056.16
4057.39
4058.63
4059.87
4061.11
4061.47
4062.68
4063.89
4065.11
4066.32
4067.54
4068.75
4069.97
4071.19
4072.41
4073.63
4074.85
4076.07
4077.29
4078.51
4079.73
4080.96
4082.18
4083.41
4084.63
4085.86
4087.08
4088.31
4089.54
4090.77
4092.0
4093.23
4094.46
4095.7
4096.88
4096.93
4097.48
4098.11
4098.14
4098.16
4098.64
4099.01
4099.03
4099.29
4099.4
4099.5
4099.65
4099.71
4099.77
4099.85
4099.92
4099.97
4100.0
4100.03
4100.05
4100.06
4100.07
4100.11
4100.14
4100.15
4100.17
4100.19
4100.21
4100.22
4100.25
4100.3
4100.36
4100.45
4100.56
4100.61
4100.63
4100.72
4100.89
4100.93
4101.11
4101.2
4101.27
4101.38
4101.47
4101.54
4101.58
4101.59
4101.63
4101.65
4101.67
4101.73
4101.8
4101.82
4101.84
4101.87
4101.88
4101.93
4102.0
4102.07
4102.09
4102.2
4102.36
4102.58
4102.74
4102.86
4103.11
4103.25
4103.76
4104.34
4104.45
4105.37
4105.58
4106.6
4106.82
4108.06
4109.3
4110.54
4111.78
4113.03
4114.27
4115.51
4116.76
4118.01
4119.25
4120.5
4121.75
4123.0
4124.25
4125.5
4126.75
4128.0
4129.25
4130.51
4131.76
4133.01
4134.27
4135.53
4136.78
4138.04
4139.3
4140.56
4141.82
4143.08
4144.34
4145.61
4146.87
4148.13
4149.4
4149.84
4150.73
4151.62
4152.51
4153.4
4154.3
4155.19
4156.08
4156.98
4157.87
4158.77
4159.66
4160.56
4161.46
4162.35
4163.25
4164.15
4165.04
4165.94
4166.84
4167.74
4168.64
4169.54
4170.44
4171.34
4172.24
4173.14
4174.04
4174.94
4175.85
4176.75
4177.65
4178.56
4179.46
4180.36
4181.27
4182.17
4183.08
4183.98
4184.89
4185.8
4186.7
4187.61
4188.52
4189.43
4190.34
4191.25
4192.15
4193.06
4193.97
4194.88
4195.8
4196.71
4197.16
4197.62
4197.85
4198.37
4198.53
4198.76
4199.05
4199.26
4199.42
4199.44
4199.54
4199.63
4199.7
4199.75
4199.79
4199.82
4199.84
4199.85
4199.87
4199.9
4199.93
4199.95
4199.96
4199.98
4200.01
4200.05
4200.1
4200.17
4200.26
4200.36
4200.38
4200.54
4200.75
4201.04
4201.27
4201.43
4201.95
4202.18
4202.65
4203.1
4204.01
4204.93
4205.84
4206.76
4207.67
4208.59
4209.51
4210.43
4211.34
4212.26
4213.18
4214.1
4215.02
4215.94
4216.86
4217.78
4218.7
4219.62
4220.54
4221.46
4222.39
4223.31
4224.23
4225.16
4226.08
4227.01
4227.93
4228.86
4229.78
4230.71
4231.63
4232.56
4233.49
4234.42
4235.34
4236.27
4237.2
4238.13
4239.06
4239.99
4240.92
4241.85
4242.78
4243.72
4244.65
4245.58
4246.51
4247.45
4248.38
4249.32
4250.25
4251.19
4252.12
4253.06
4253.99
4254.93
4255.87
4256.81
4257.74
4258.68
4279.34
4280.63
4281.91
4283.2
4284.48
4285.77
4287.06
4288.35
4289.64
4290.93
4292.22
4293.51
4294.81
4296.1
4297.4
4298.69
4299.99
4301.28
4302.58
4303.88
4305.18
4306.48
4307.78
4309.08
4310.38
4311.69
4312.99
4314.3
4315.6
4316.91
4318.22
4319.52
4320.83
4322.14
4323.45
4324.76
4326.08
4327.39
4328.7
4330.02
4331.33
4332.65
4333.96
4335.16
4335.28
4335.89
4336.5
4336.6
4336.61
4337.15
4337.51
4337.55
4337.85
4337.92
4338.08
4338.25
4338.25
4338.37
4338.47
4338.54
4338.59
4338.63
4338.66
4338.68
4338.69
4338.71
4338.74
4338.78
4338.79
4338.81
4338.81
4338.83
4338.86
4338.9
4338.95
4339.02
4339.11
4339.23
4339.24
4339.24
4339.41
4339.54
4339.63
4339.78
4339.93
4339.95
4340.08
4340.18
4340.25
4340.3
4340.34
4340.34
4340.37
4340.4
4340.46
4340.53
4340.55
4340.56
4340.58
4340.62
4340.68
4340.75
4340.85
4340.88
4340.98
4341.15
4341.38
4341.6
4341.7
4341.88
4342.11
4342.67
4343.2
4343.42
4344.43
4344.53
4345.78
4345.85
4347.18
4348.5
4349.83
4351.16
4352.48
4353.81
4355.14
4356.47
4357.8
4359.14
4360.47
4361.8
4363.14
4364.47
4365.81
4367.15
4368.48
4369.82
4371.16
4372.5
4373.84
4375.19
4376.53
4377.87
4379.22
4380.56
4381.91
4383.25
4384.6
4385.95
4387.3
4387.4
4387.42
4387.54
4387.64
4387.71
4387.77
4387.81
4387.84
4387.86
4387.88
4387.89
4387.93
4387.97
4387.98
4388.0
4388.02
4388.05
4388.09
4388.15
4388.22
4388.32
4388.44
4388.46
4388.63
4388.87
4389.19
4389.45
4389.62
4390.2
4390.46
4390.96
4391.47
4392.49
4393.5
4394.52
4395.53
4396.55
4397.56
4398.58
4399.6
4400.62
4401.63
4402.65
4403.67
4404.69
4405.71
4406.73
4406.98
4407.98
4408.98
4409.98
4410.99
4411.99
4413.0
4414.0
4415.01
4416.01
4417.02
4418.02
4419.03
4420.04
4421.05
4422.05
4423.06
4424.07
4425.08
4426.09
4427.1
4428.11
4429.12
4430.14
4431.15
4432.16
4433.18
4434.19
4435.2
4436.22
4437.23
4438.25
4439.27
4440.28
4441.3
4442.32
4443.33
4444.35
4445.37
4446.39
4447.41
4448.43
4449.45
4450.47
4451.5
4452.52
4453.54
4454.56
4455.59
4456.61
4457.64
4458.66
4459.69
4460.71
4461.74
4462.77
4463.79
4464.82
4465.85
4466.88
4467.91
4468.5
4468.94
4469.27
4469.84
4470.01
4470.26
4470.58
4470.81
4470.99
4471.0
4471.12
4471.22
4471.3
4471.35
4471.39
4471.42
4471.45
4471.46
4471.48
4471.51
4471.55
4471.56
4471.58
4471.6
4471.63
4471.68
4471.73
4471.8
4471.9
4472.03
4472.04
4472.21
4472.45
4472.77
4473.06
4473.19
4473.76
4474.09
4474.53
4475.13
4476.16
4477.19
4478.23
4479.26
4480.07
4481.04
4482.02
4482.99
4483.96
4484.94
4485.91
4486.89
4487.86
4488.84
4489.81
4490.79
4491.77
4492.74
4493.72
4494.7
4495.68
4496.66
4497.64
4498.62
4499.6
4500.58
4501.56
4502.54
4503.52
4504.51
4505.49
4506.47
4507.46
4508.44
4509.43
4510.41
4511.4
4512.38
4513.37
4514.36
4515.34
4516.33
4517.32
4518.31
4519.3
4520.29
4521.28
4522.27
4523.26
4524.25
4525.24
4526.23
4527.23
4528.22
4529.21
4530.21
4531.2
4532.19
4533.19
4534.18
4535.18
4536.18
4537.17
4538.17
4538.61
4539.17
4539.38
4539.96
4540.17
4540.39
4540.72
4540.96
4541.14
4541.17
4541.27
4541.37
4541.45
4541.5
4541.54
4541.57
4541.6
4541.61
4541.63
4541.67
4541.7
4541.72
4541.73
4541.76
4541.79
4541.83
4541.89
4541.96
4542.06
4542.17
4542.2
4542.38
4542.62
4542.94
4543.16
4543.37
4543.95
4544.16
4544.73
4545.16
4546.17
4547.17
4548.17
4549.17
4550.17
4551.18
4552.18
4553.18
4554.19
4555.19
4556.2
4557.2
4558.21
4559.22
4560.22
4561.23
4562.24
4563.25
4564.26
4565.27
4566.28
4567.29
4568.3
4569.31
4570.32
4571.33
4572.34
4573.36
4574.37
4575.38
4576.4
4577.41
4578.43
4579.44
4580.46
4581.47
4582.49
4583.51
4584.53
4585.54
4586.56
4587.58
4588.6
4589.62
4590.64
4591.66
4592.68
4593.71
4594.73
4595.75
4596.77
4597.8
4598.82
4599.85
4600.87
4601.9
4602.92
4603.95
4604.98
4606.0
4617.61
4619.31
4621.02
4622.73
4624.44
4626.15
4627.86
4629.57
4631.29
4633.0
4634.72
4636.44
4638.16
4639.88
4641.6
4643.33
4645.05
4646.78
4648.5
4650.23
4651.96
4653.7
4655.43
4657.16
4658.9
4660.63
4662.37
4664.11
4665.85
4667.59
4669.34
4671.08
4672.83
4674.57
4676.32
4678.07
4679.82
4681.57
4682.1
4683.05
4683.33
4683.76
4684.29
4684.68
4684.98
4685.08
4685.2
4685.36
4685.49
4685.58
4685.65
4685.7
4685.74
4685.76
4685.78
4685.8
4685.85
4685.89
4685.91
4685.93
4685.96
4686.0
4686.05
4686.12
4686.21
4686.33
4686.5
4686.72
4686.84
4687.01
4687.41
4687.94
4688.59
4688.65
4689.6
4690.35
4692.11
4693.87
4695.64
4697.4
4699.17
4700.93
4702.7
4704.47
4706.24
4708.01
4709.79
4710.01
4710.82
4711.42
4711.56
4711.87
4712.21
4712.46
4712.65
4712.79
4712.89
4712.97
4713.03
4713.07
4713.1
4713.13
4713.15
4713.16
4713.2
4713.24
4713.25
4713.27
4713.3
4713.33
4713.34
4713.37
4713.43
4713.51
4713.61
4713.75
4713.94
4714.19
4714.53
4714.98
4715.11
4715.58
4716.39
4716.89
4718.67
4720.45
4722.24
4724.02
4725.81
4727.59
4729.38
4731.17
4732.96
4734.75
4736.55
4738.34
4740.14
4741.94
4743.74
4745.54
4747.34
4749.14
4750.94
4752.75
4754.56
4756.37
4758.18
4759.99
4761.8
4763.61
4765.43
4767.25
4769.06
4770.88
4772.71
4774.53
4776.35
4778.18
4780.0
4781.83
4783.66
4791.94
4793.39
4794.85
4796.31
4797.77
4799.23
4800.69
4802.15
4803.62
4805.08
4806.54
4808.01
4809.48
4810.94
4812.41
4813.88
4815.35
4816.82
4818.3
4819.77
4821.24
4822.72
4824.19
4825.67
4827.15
4828.63
4830.1
4831.59
4833.07
4834.55
4836.03
4837.51
4839.0
4840.49
4841.97
4843.46
4844.95
4846.44
4847.93
4849.42
4850.91
4852.4
4853.9
4855.24
4855.39
4856.04
4856.78
4856.89
4856.89
4857.53
4857.93
4858.0
4858.36
4858.38
4858.62
4858.79
4858.82
4858.97
4859.08
4859.16
4859.22
4859.27
4859.3
4859.32
4859.34
4859.36
4859.4
4859.43
4859.44
4859.46
4859.48
4859.5
4859.54
4859.58
4859.64
4859.72
4859.83
4859.88
4859.91
4859.98
4860.18
4860.27
4860.44
4860.54
4860.74
4860.8
4860.88
4861.0
4861.08
4861.14
4861.19
4861.22
4861.25
4861.27
4861.32
